reason	title	artist	source_path
missing_tag			/mnt/d/yu28s/Music/feng/2-03_せつなさのグラデイション_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-04_あかね色に染まる坂_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-05_星空へ架かる橋_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-06_広がる夜空の下で_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-07_Let’s GO☆ミ_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-08_乙女至上主義_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-09_4SEASONs_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/2-10_星空のいま_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-01_マリンブルーに沿って_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-02_キスのひとつで_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-03_冬に咲く華_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-04_夜明けのベルが鳴る_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-05_ホントノトコロ_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-06_Because of_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-07_片思いのメロディを_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-08_JUMPING TO DAYS!_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-09_友愛進化論_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-10_夢と色でできている_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-11_これくらいで_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/feng/3-12_夢と色でできている Grand End_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/01 Archive.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/02 KiminoHimitsuWoOshiete.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/03 CutOutLovers.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/04 ZinseiKyakuhon.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/05 Aoironomachide.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/06 I Wanna Be.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/07 Period.wav
missing_tag			/mnt/d/yu28s/Music/LastLetter (LastLetter（DL版）)/08 Lastletter.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/05.恋影_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/12.恋影(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/13.夏色カメラロール(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/01.一冊のアロー_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/02.Heart Creation_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/03.happy palette♪_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/04.トキラキメキ_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/05.恋影_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Music Center/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/06.夏色カメラロール_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/01 アオナツライン.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/01_Shiny Sky Shiny Days_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/01_「おんなじ気持ち、ほんとの気持ち」Daisy×Daisy.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/01_「ロオド・ラスト」中恵光城.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/02 結び目.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/02_「Forever With You」橋本みゆき＆佐咲紗花.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/02_「明日へと」米倉千尋.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/03 明日のこと。.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/03_「Shiny Sky Shiny Days」NANA.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/03_「思い出の結晶」松下.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/03_水彩_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/04 海岸線.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/04_Blooming Symphony_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/04_「My Wish Forever」榊原ゆい.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/04_「The road we belong」AiRI.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/05 Blue, Summertime Blue.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/05.恋影_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/05_The Road We Belong_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/05_「hello! new world」Faylan.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/05_「繋いでいく未来」櫻川めぐ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/06 アオナツライン (Instrumental).wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/06_「On the Rails」佐々木恵梨.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/06_「水彩」riya（eufonius）.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/06_繋いでいく未来_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/07 結び目 (Instrumental).wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/07_My Wish Forever__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/07_「はじめてのこい」rino(CooRie).wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/07_「ひだまりライン」はな.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/08 明日のこと。 (Instrumental).wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/08_indivisible love_piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/08_「blooming symphony」Ayumi.(Astilbe.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/08_「Indivisible Love」奥井雅美.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/09 海岸線 (Instrumental).wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/09_floraison__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/09_「All right!!」KOTOKO.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/09_「floraison」美郷あき.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/10 Blue, Summertime Blue. (Instrumen.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/10_「リトルプリュム」Duca.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/10_「終わらないリズム」茶太.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/10_リトルプリュム__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/11_「GRAND EXPRESS」カサンドラ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/11_ひだまりライン__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/12.恋影(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/12_GRAND EXPRESS__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/13.夏色カメラロール(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/14_hello! new world__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/15_On the Rails__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/16_おんなじ気持ち、ほんとの気持ち__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/17_思い出の結晶__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/18_終わらないリズム__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/19_はじめてのこい__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/20_All right!!__piano生演奏.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/3-09 遥か彼方_Re_frain.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/Unknown Artist/Unknown Album/星空のいま(ゲーム盤).mp3
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/01.一冊のアロー_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/02.Heart Creation_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/03.happy palette♪_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/04.トキラキメキ_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/05.恋影_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/06.夏色カメラロール_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/07.Little Silent Snow_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/08.一冊のアロー(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/09.Heart Creation(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/10.happy palette♪(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/11.トキラキメキ(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/12.恋影(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/13.夏色カメラロール(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/music_centor/ハミダシクリエイティブ凸 ボーカルアルバム_ハイレゾ音源/14.Little Silent Snow(Instrumental)_ハイレゾ.wav
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/01 トラック01.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/02 トラック02.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/03 トラック03.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/04 トラック04.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/05 トラック05.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/06 トラック06.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/07 トラック07.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/08 トラック08.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/09 トラック09.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/10 トラック10.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/11 トラック11.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/12 トラック12.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/13 トラック13.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/14 トラック14.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/15 トラック15.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/16 トラック16.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/17 トラック17.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/18 トラック18.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/19 トラック19.m4a
missing_tag			/mnt/d/yu28s/Music/Unknown Artist/Unknown Album/20 トラック20.m4a
missing_tag			/mnt/d/yu28s/Music/WAV/01_THEME_OF_WORLD_ACTOR.wav
missing_tag			/mnt/d/yu28s/Music/WAV/02_THEME_OF_WORLD_ACTOR_II.wav
missing_tag			/mnt/d/yu28s/Music/WAV/03_The_Land_the_Sun_Despised.wav
missing_tag			/mnt/d/yu28s/Music/WAV/04_Down_to_Business.wav
missing_tag			/mnt/d/yu28s/Music/WAV/05_Quiet_Days.wav
missing_tag			/mnt/d/yu28s/Music/WAV/06_Case_Open.wav
missing_tag			/mnt/d/yu28s/Music/WAV/07_Division_Thirteen,_the_Sideliners.wav
missing_tag			/mnt/d/yu28s/Music/WAV/08_Peaceful_Days.wav
missing_tag			/mnt/d/yu28s/Music/WAV/09_At_Day's_End.wav
missing_tag			/mnt/d/yu28s/Music/WAV/10_Lightshade_Crossroads.wav
missing_tag			/mnt/d/yu28s/Music/WAV/11_What_Now!.wav
missing_tag			/mnt/d/yu28s/Music/WAV/12_Crazy_Police.wav
missing_tag			/mnt/d/yu28s/Music/WAV/13_Shaddup!.wav
missing_tag			/mnt/d/yu28s/Music/WAV/14_Beside_You.wav
missing_tag			/mnt/d/yu28s/Music/WAV/15_Not_Alone.wav
missing_tag			/mnt/d/yu28s/Music/WAV/16_Adult_Kiss.wav
missing_tag			/mnt/d/yu28s/Music/WAV/17_Precious_Time.wav
missing_tag			/mnt/d/yu28s/Music/WAV/18_Heart_and_Body.wav
missing_tag			/mnt/d/yu28s/Music/WAV/19_No_Leads.wav
missing_tag			/mnt/d/yu28s/Music/WAV/20_Days_Gone_By.wav
missing_tag			/mnt/d/yu28s/Music/WAV/21_Gunsmoke_Heart.wav
missing_tag			/mnt/d/yu28s/Music/WAV/22_Seventh_Republic.wav
missing_tag			/mnt/d/yu28s/Music/WAV/23_Strategy_and_Action.wav
missing_tag			/mnt/d/yu28s/Music/WAV/24_Malevolence_Come_Creeping.wav
missing_tag			/mnt/d/yu28s/Music/WAV/25_Phenomena_Past_Mortal_Ken.wav
missing_tag			/mnt/d/yu28s/Music/WAV/26_Sunpierce_the_Dark.wav
missing_tag			/mnt/d/yu28s/Music/WAV/27_Encounter.wav
missing_tag			/mnt/d/yu28s/Music/WAV/28_Tracking.wav
missing_tag			/mnt/d/yu28s/Music/WAV/29_Aggression.wav
missing_tag			/mnt/d/yu28s/Music/WAV/30_I_Will_Get_My_Revenge.wav
missing_tag			/mnt/d/yu28s/Music/WAV/31_Starting_Shot.wav
missing_tag			/mnt/d/yu28s/Music/WAV/32_Necessary.wav
missing_tag			/mnt/d/yu28s/Music/WAV/33_Defenders_of_the_Land.wav
missing_tag			/mnt/d/yu28s/Music/WAV/34_Keep_On_Moving.wav
missing_tag			/mnt/d/yu28s/Music/WAV/35_Who_Needs_Truth.wav
missing_tag			/mnt/d/yu28s/Music/WAV/36_The_Broken_World.wav
missing_tag			/mnt/d/yu28s/Music/WAV/37_Once_and_Future.wav
missing_tag			/mnt/d/yu28s/Music/WAV/38_Daybreak_Sunrise.wav
missing_tag			/mnt/d/yu28s/Music/WAV/39_Troublemaker.wav
missing_tag			/mnt/d/yu28s/Music/WAV/40_Return_the_Favor.wav
missing_tag			/mnt/d/yu28s/Music/WAV/41_Elfin_Maiden.wav
missing_tag			/mnt/d/yu28s/Music/WAV/42_Gentle_Princess.wav
missing_tag			/mnt/d/yu28s/Music/WAV/43_Consideration_and_Conviction.wav
missing_tag			/mnt/d/yu28s/Music/WAV/44_Mixer_Queen.wav
missing_tag			/mnt/d/yu28s/Music/WAV/45_Where_Have_All_the_Good_Men_Gone.wav
missing_tag			/mnt/d/yu28s/Music/WAV/46_Samurai_Don'tCry.wav
missing_tag			/mnt/d/yu28s/Music/WAV/47_Always_Hungry_Hungry_Fencer.wav
missing_tag			/mnt/d/yu28s/Music/WAV/48_Wee_Cohabitant.wav
missing_tag			/mnt/d/yu28s/Music/WAV/49_DARK_NIGHT_BLUE_MOON.wav
missing_tag			/mnt/d/yu28s/Music/WAV/50_Ambiguous_Certainties.wav
missing_tag			/mnt/d/yu28s/Music/WAV/51_Endless_Rain.wav
missing_tag			/mnt/d/yu28s/Music/WAV/52_Blue_Moon.wav
missing_tag			/mnt/d/yu28s/Music/WAV/53_Blue_Moon_Inst_Ver.wav
missing_tag			/mnt/d/yu28s/Music/WAV/54_Buddy!!.wav
missing_tag			/mnt/d/yu28s/Music/WAV/55_Buddy!!_Inst_Ver.wav
missing_tag			/mnt/d/yu28s/Music/WAV/56_Unbreakable_Night.wav
missing_tag			/mnt/d/yu28s/Music/WAV/57_Unbreakable_Night_Inst_Ver.wav
